id;descricao;valor;data;id_conta
E-VAR-1711767600000;Compra de Insumos Reposição;2215.0346061203936;2024-03-30T03:00:00.000Z;4
E-VAR-1712113200000;Compra de Insumos Reposição;2010.530768345167;2024-04-03T03:00:00.000Z;4
E-VAR-1712372400000;Compra de Insumos Reposição;1686.556173668798;2024-04-06T03:00:00.000Z;4
E-VAR-1712631600000;Compra de Insumos Reposição;1674.0282194345675;2024-04-09T03:00:00.000Z;4
E-VAR-1712890800000;Compra de Insumos Reposição;1784.0980570483975;2024-04-12T03:00:00.000Z;4
E-VAR-1713150000000;Compra de Insumos Reposição;1508.6181210195473;2024-04-15T03:00:00.000Z;4
E-VAR-1713409200000;Compra de Insumos Reposição;2138.1856322658055;2024-04-18T03:00:00.000Z;4
E-VAR-1713668400000;Compra de Insumos Reposição;1624.9883775239432;2024-04-21T03:00:00.000Z;4
E-VAR-1713927600000;Compra de Insumos Reposição;2174.578346285994;2024-04-24T03:00:00.000Z;4
E-VAR-1714186800000;Compra de Insumos Reposição;2279.516628308876;2024-04-27T03:00:00.000Z;4
E-VAR-1714446000000;Compra de Insumos Reposição;1696.9845718993563;2024-04-30T03:00:00.000Z;4
E-VAR-1714705200000;Compra de Insumos Reposição;2393.9259546039116;2024-05-03T03:00:00.000Z;4
E-VAR-1714964400000;Compra de Insumos Reposição;1986.5239892964166;2024-05-06T03:00:00.000Z;4
E-VAR-1715223600000;Compra de Insumos Reposição;1878.4335171336695;2024-05-09T03:00:00.000Z;4
E-VAR-1715482800000;Compra de Insumos Reposição;1629.916878914862;2024-05-12T03:00:00.000Z;4
E-VAR-1715742000000;Compra de Insumos Reposição;2051.966870630427;2024-05-15T03:00:00.000Z;4
E-VAR-1716001200000;Compra de Insumos Reposição;1910.8907048280334;2024-05-18T03:00:00.000Z;4
E-VAR-1716260400000;Compra de Insumos Reposição;1931.811756787279;2024-05-21T03:00:00.000Z;4
E-VAR-1716519600000;Compra de Insumos Reposição;1986.432845521972;2024-05-24T03:00:00.000Z;4
E-VAR-1716778800000;Compra de Insumos Reposição;2204.8672896228427;2024-05-27T03:00:00.000Z;4
E-VAR-1717038000000;Compra de Insumos Reposição;1641.4037624924993;2024-05-30T03:00:00.000Z;4
E-VAR-1717383600000;Compra de Insumos Reposição;2163.570261151526;2024-06-03T03:00:00.000Z;4
E-VAR-1717642800000;Compra de Insumos Reposição;2134.897127231093;2024-06-06T03:00:00.000Z;4
E-VAR-1717902000000;Compra de Insumos Reposição;2162.824459850527;2024-06-09T03:00:00.000Z;4
E-VAR-1718161200000;Compra de Insumos Reposição;1822.1520952277792;2024-06-12T03:00:00.000Z;4
E-VAR-1718420400000;Compra de Insumos Reposição;2309.0812976991137;2024-06-15T03:00:00.000Z;4
E-VAR-1718679600000;Compra de Insumos Reposição;2466.2951411590984;2024-06-18T03:00:00.000Z;4
E-VAR-1718938800000;Compra de Insumos Reposição;2020.4292922357545;2024-06-21T03:00:00.000Z;4
E-VAR-1719198000000;Compra de Insumos Reposição;2463.2121970812186;2024-06-24T03:00:00.000Z;4
E-VAR-1719457200000;Compra de Insumos Reposição;1729.3559635815586;2024-06-27T03:00:00.000Z;4
E-VAR-1719716400000;Compra de Insumos Reposição;2266.312777899759;2024-06-30T03:00:00.000Z;4
E-VAR-1719975600000;Compra de Insumos Reposição;2151.035891445687;2024-07-03T03:00:00.000Z;4
E-VAR-1720234800000;Compra de Insumos Reposição;1801.0040022458386;2024-07-06T03:00:00.000Z;4
E-VAR-1720494000000;Compra de Insumos Reposição;2359.029433040886;2024-07-09T03:00:00.000Z;4
E-VAR-1720753200000;Compra de Insumos Reposição;1570.8801171694356;2024-07-12T03:00:00.000Z;4
E-VAR-1721012400000;Compra de Insumos Reposição;2426.180396758172;2024-07-15T03:00:00.000Z;4
E-VAR-1721271600000;Compra de Insumos Reposição;1567.6729932274804;2024-07-18T03:00:00.000Z;4
E-VAR-1721530800000;Compra de Insumos Reposição;1839.2746349089614;2024-07-21T03:00:00.000Z;4
E-VAR-1721790000000;Compra de Insumos Reposição;2072.005540524815;2024-07-24T03:00:00.000Z;4
E-VAR-1722049200000;Compra de Insumos Reposição;1587.0696634121337;2024-07-27T03:00:00.000Z;4
E-VAR-1722308400000;Compra de Insumos Reposição;1782.8254957927052;2024-07-30T03:00:00.000Z;4
E-VAR-1722654000000;Compra de Insumos Reposição;2349.1596324700167;2024-08-03T03:00:00.000Z;4
E-VAR-1722913200000;Compra de Insumos Reposição;1685.615352106835;2024-08-06T03:00:00.000Z;4
E-VAR-1723172400000;Compra de Insumos Reposição;2344.02006773172;2024-08-09T03:00:00.000Z;4
E-VAR-1723431600000;Compra de Insumos Reposição;1526.903049223877;2024-08-12T03:00:00.000Z;4
E-VAR-1723690800000;Compra de Insumos Reposição;2196.0585687167863;2024-08-15T03:00:00.000Z;4
E-VAR-1723950000000;Compra de Insumos Reposição;1941.2859332334187;2024-08-18T03:00:00.000Z;4
E-VAR-1724209200000;Compra de Insumos Reposição;1879.1925170306868;2024-08-21T03:00:00.000Z;4
E-VAR-1724468400000;Compra de Insumos Reposição;2033.856708352857;2024-08-24T03:00:00.000Z;4
E-VAR-1724727600000;Compra de Insumos Reposição;1787.116392523906;2024-08-27T03:00:00.000Z;4
E-VAR-1724986800000;Compra de Insumos Reposição;2482.6889290770896;2024-08-30T03:00:00.000Z;4
E-VAR-1725332400000;Compra de Insumos Reposição;2149.727219823566;2024-09-03T03:00:00.000Z;4
E-VAR-1725591600000;Compra de Insumos Reposição;2170.111178808803;2024-09-06T03:00:00.000Z;4
E-VAR-1725850800000;Compra de Insumos Reposição;2111.7814669302143;2024-09-09T03:00:00.000Z;4
E-VAR-1726110000000;Compra de Insumos Reposição;1878.4348442865537;2024-09-12T03:00:00.000Z;4
E-VAR-1726369200000;Compra de Insumos Reposição;1695.5767357546201;2024-09-15T03:00:00.000Z;4
E-VAR-1726628400000;Compra de Insumos Reposição;1540.551456713445;2024-09-18T03:00:00.000Z;4
E-VAR-1726887600000;Compra de Insumos Reposição;2157.60526804608;2024-09-21T03:00:00.000Z;4
E-VAR-1727146800000;Compra de Insumos Reposição;1959.6892118993098;2024-09-24T03:00:00.000Z;4
E-VAR-1727406000000;Compra de Insumos Reposição;1907.8903622240286;2024-09-27T03:00:00.000Z;4
E-VAR-1727665200000;Compra de Insumos Reposição;2038.3737800058166;2024-09-30T03:00:00.000Z;4
E-VAR-1727924400000;Compra de Insumos Reposição;1823.3991764620584;2024-10-03T03:00:00.000Z;4
E-VAR-1728183600000;Compra de Insumos Reposição;2211.5333885589707;2024-10-06T03:00:00.000Z;4
E-VAR-1728442800000;Compra de Insumos Reposição;2180.7130299752957;2024-10-09T03:00:00.000Z;4
E-VAR-1728702000000;Compra de Insumos Reposição;1870.4067285997069;2024-10-12T03:00:00.000Z;4
E-VAR-1728961200000;Compra de Insumos Reposição;1709.7154246287937;2024-10-15T03:00:00.000Z;4
E-VAR-1729220400000;Compra de Insumos Reposição;1614.8643821748399;2024-10-18T03:00:00.000Z;4
E-VAR-1729479600000;Compra de Insumos Reposição;2361.9941477884845;2024-10-21T03:00:00.000Z;4
E-VAR-1729738800000;Compra de Insumos Reposição;2190.6480852148497;2024-10-24T03:00:00.000Z;4
E-VAR-1729998000000;Compra de Insumos Reposição;1571.7913202256113;2024-10-27T03:00:00.000Z;4
E-VAR-1730257200000;Compra de Insumos Reposição;2477.0509043971247;2024-10-30T03:00:00.000Z;4
E-VAR-1730602800000;Compra de Insumos Reposição;2083.1455208645625;2024-11-03T03:00:00.000Z;4
E-VAR-1730862000000;Compra de Insumos Reposição;1798.3029732590603;2024-11-06T03:00:00.000Z;4
E-VAR-1731121200000;Compra de Insumos Reposição;1724.5927477954801;2024-11-09T03:00:00.000Z;4
E-VAR-1731380400000;Compra de Insumos Reposição;2068.8274970767716;2024-11-12T03:00:00.000Z;4
E-VAR-1731639600000;Compra de Insumos Reposição;2454.0997055011017;2024-11-15T03:00:00.000Z;4
E-VAR-1731898800000;Compra de Insumos Reposição;2361.4335168187995;2024-11-18T03:00:00.000Z;4
E-VAR-1732158000000;Compra de Insumos Reposição;1812.7674517412254;2024-11-21T03:00:00.000Z;4
E-VAR-1732417200000;Compra de Insumos Reposição;1749.140242222434;2024-11-24T03:00:00.000Z;4
E-VAR-1732676400000;Compra de Insumos Reposição;1978.3748959872505;2024-11-27T03:00:00.000Z;4
E-VAR-1732935600000;Compra de Insumos Reposição;1924.235918523468;2024-11-30T03:00:00.000Z;4
E-VAR-1733194800000;Compra de Insumos Reposição;2093.6882967215834;2024-12-03T03:00:00.000Z;4
E-VAR-1733454000000;Compra de Insumos Reposição;2120.3342138817866;2024-12-06T03:00:00.000Z;4
E-VAR-1733713200000;Compra de Insumos Reposição;1842.6019487115298;2024-12-09T03:00:00.000Z;4
E-VAR-1733972400000;Compra de Insumos Reposição;2020.5768739722264;2024-12-12T03:00:00.000Z;4
E-VAR-1734231600000;Compra de Insumos Reposição;1502.3589371672833;2024-12-15T03:00:00.000Z;4
E-VAR-1734490800000;Compra de Insumos Reposição;1935.7773121895536;2024-12-18T03:00:00.000Z;4
E-VAR-1734750000000;Compra de Insumos Reposição;1708.7507520403242;2024-12-21T03:00:00.000Z;4
E-VAR-1735009200000;Compra de Insumos Reposição;2304.4314720049824;2024-12-24T03:00:00.000Z;4
E-VAR-1735268400000;Compra de Insumos Reposição;1735.28034415518;2024-12-27T03:00:00.000Z;4
E-VAR-1735527600000;Compra de Insumos Reposição;1789.5392350417785;2024-12-30T03:00:00.000Z;4
E-VAR-1735873200000;Compra de Insumos Reposição;1599.1865920343719;2025-01-03T03:00:00.000Z;4
E-VAR-1736132400000;Compra de Insumos Reposição;1765.610154823757;2025-01-06T03:00:00.000Z;4
E-VAR-1736391600000;Compra de Insumos Reposição;2126.9573653595567;2025-01-09T03:00:00.000Z;4
E-VAR-1736650800000;Compra de Insumos Reposição;1769.535403933433;2025-01-12T03:00:00.000Z;4
E-VAR-1736910000000;Compra de Insumos Reposição;1742.7880067138658;2025-01-15T03:00:00.000Z;4
E-VAR-1737169200000;Compra de Insumos Reposição;1559.0621335297324;2025-01-18T03:00:00.000Z;4
E-VAR-1737428400000;Compra de Insumos Reposição;2056.7291213418102;2025-01-21T03:00:00.000Z;4
E-VAR-1737687600000;Compra de Insumos Reposição;1939.103491112833;2025-01-24T03:00:00.000Z;4
E-VAR-1737946800000;Compra de Insumos Reposição;2361.216414037867;2025-01-27T03:00:00.000Z;4
E-VAR-1738206000000;Compra de Insumos Reposição;1838.7508230680262;2025-01-30T03:00:00.000Z;4
E-VAR-1738551600000;Compra de Insumos Reposição;2228.0968131042164;2025-02-03T03:00:00.000Z;4
E-VAR-1738810800000;Compra de Insumos Reposição;2434.210275992596;2025-02-06T03:00:00.000Z;4
E-VAR-1739070000000;Compra de Insumos Reposição;2277.4554841669083;2025-02-09T03:00:00.000Z;4
E-VAR-1739329200000;Compra de Insumos Reposição;1967.6887542654224;2025-02-12T03:00:00.000Z;4
E-VAR-1739588400000;Compra de Insumos Reposição;2190.3249025229607;2025-02-15T03:00:00.000Z;4
E-VAR-1739847600000;Compra de Insumos Reposição;2049.2070077048475;2025-02-18T03:00:00.000Z;4
E-VAR-1740106800000;Compra de Insumos Reposição;1592.9140728358216;2025-02-21T03:00:00.000Z;4
E-VAR-1740366000000;Compra de Insumos Reposição;1586.4700698248644;2025-02-24T03:00:00.000Z;4
E-VAR-1740625200000;Compra de Insumos Reposição;2433.88020234323;2025-02-27T03:00:00.000Z;4
E-VAR-1740970800000;Compra de Insumos Reposição;1575.52644402;2025-03-03T03:00:00.000Z;4
E-VAR-1741230000000;Compra de Insumos Reposição;1890.9847437664557;2025-03-06T03:00:00.000Z;4
E-VAR-1741489200000;Compra de Insumos Reposição;2241.8907233908917;2025-03-09T03:00:00.000Z;4
E-VAR-1741748400000;Compra de Insumos Reposição;2122.496749316615;2025-03-12T03:00:00.000Z;4
E-VAR-1742007600000;Compra de Insumos Reposição;1776.4954964640829;2025-03-15T03:00:00.000Z;4
E-VAR-1742266800000;Compra de Insumos Reposição;1913.272713021027;2025-03-18T03:00:00.000Z;4
E-VAR-1742526000000;Compra de Insumos Reposição;1685.5583318895726;2025-03-21T03:00:00.000Z;4
E-VAR-1742785200000;Compra de Insumos Reposição;2246.771815013611;2025-03-24T03:00:00.000Z;4
E-VAR-1743044400000;Compra de Insumos Reposição;1986.7953737063465;2025-03-27T03:00:00.000Z;4
E-VAR-1743303600000;Compra de Insumos Reposição;2029.614475607573;2025-03-30T03:00:00.000Z;4
E-VAR-1743649200000;Compra de Insumos Reposição;1825.4454838494253;2025-04-03T03:00:00.000Z;4
E-VAR-1743908400000;Compra de Insumos Reposição;1971.8423574501037;2025-04-06T03:00:00.000Z;4
E-VAR-1744167600000;Compra de Insumos Reposição;2436.3358296641177;2025-04-09T03:00:00.000Z;4
E-VAR-1744426800000;Compra de Insumos Reposição;1718.3881844383034;2025-04-12T03:00:00.000Z;4
E-VAR-1744686000000;Compra de Insumos Reposição;2222.9222205363108;2025-04-15T03:00:00.000Z;4
E-VAR-1744945200000;Compra de Insumos Reposição;1762.303561909096;2025-04-18T03:00:00.000Z;4
E-VAR-1745204400000;Compra de Insumos Reposição;1887.6263036598857;2025-04-21T03:00:00.000Z;4
E-VAR-1745463600000;Compra de Insumos Reposição;2132.051172886546;2025-04-24T03:00:00.000Z;4
E-VAR-1745722800000;Compra de Insumos Reposição;1581.7739917485749;2025-04-27T03:00:00.000Z;4
E-VAR-1745982000000;Compra de Insumos Reposição;1612.9963014763996;2025-04-30T03:00:00.000Z;4
E-VAR-1746241200000;Compra de Insumos Reposição;2333.2941445056576;2025-05-03T03:00:00.000Z;4
E-VAR-1746500400000;Compra de Insumos Reposição;2425.226787821207;2025-05-06T03:00:00.000Z;4
E-VAR-1746759600000;Compra de Insumos Reposição;2022.1837396591382;2025-05-09T03:00:00.000Z;4
E-VAR-1747018800000;Compra de Insumos Reposição;2248.063660199852;2025-05-12T03:00:00.000Z;4
E-VAR-1747278000000;Compra de Insumos Reposição;2432.842588507764;2025-05-15T03:00:00.000Z;4
E-VAR-1747537200000;Compra de Insumos Reposição;2098.8500835271343;2025-05-18T03:00:00.000Z;4
E-VAR-1747796400000;Compra de Insumos Reposição;1991.5256329239407;2025-05-21T03:00:00.000Z;4
E-VAR-1748055600000;Compra de Insumos Reposição;1875.940148586266;2025-05-24T03:00:00.000Z;4
E-VAR-1748314800000;Compra de Insumos Reposição;1778.344316005887;2025-05-27T03:00:00.000Z;4
E-VAR-1748574000000;Compra de Insumos Reposição;2221.4010514620218;2025-05-30T03:00:00.000Z;4
E-VAR-1748919600000;Compra de Insumos Reposição;2459.1123528369408;2025-06-03T03:00:00.000Z;4
E-VAR-1749178800000;Compra de Insumos Reposição;2197.464621228568;2025-06-06T03:00:00.000Z;4
E-VAR-1749438000000;Compra de Insumos Reposição;2225.9836182067183;2025-06-09T03:00:00.000Z;4
E-VAR-1749697200000;Compra de Insumos Reposição;1816.222691044577;2025-06-12T03:00:00.000Z;4
E-VAR-1749956400000;Compra de Insumos Reposição;1530.1310332060737;2025-06-15T03:00:00.000Z;4
E-VAR-1750215600000;Compra de Insumos Reposição;1663.8410748838644;2025-06-18T03:00:00.000Z;4
E-VAR-1750474800000;Compra de Insumos Reposição;2223.6631461515112;2025-06-21T03:00:00.000Z;4
E-VAR-1750734000000;Compra de Insumos Reposição;2453.2325085419034;2025-06-24T03:00:00.000Z;4
E-VAR-1750993200000;Compra de Insumos Reposição;1562.1298267125674;2025-06-27T03:00:00.000Z;4
E-VAR-1751252400000;Compra de Insumos Reposição;1989.7832416431554;2025-06-30T03:00:00.000Z;4
E-VAR-1751511600000;Compra de Insumos Reposição;2053.247198267535;2025-07-03T03:00:00.000Z;4
E-VAR-1751770800000;Compra de Insumos Reposição;2020.1232902907639;2025-07-06T03:00:00.000Z;4
E-VAR-1752030000000;Compra de Insumos Reposição;2380.915525350351;2025-07-09T03:00:00.000Z;4
E-VAR-1752289200000;Compra de Insumos Reposição;2453.2292658955084;2025-07-12T03:00:00.000Z;4
E-VAR-1752548400000;Compra de Insumos Reposição;1851.6885901531973;2025-07-15T03:00:00.000Z;4
E-VAR-1752807600000;Compra de Insumos Reposição;2184.119021114927;2025-07-18T03:00:00.000Z;4
E-VAR-1753066800000;Compra de Insumos Reposição;1933.3798626177772;2025-07-21T03:00:00.000Z;4
E-VAR-1753326000000;Compra de Insumos Reposição;1647.9039890953338;2025-07-24T03:00:00.000Z;4
E-VAR-1753585200000;Compra de Insumos Reposição;2183.5589371397073;2025-07-27T03:00:00.000Z;4
E-VAR-1753844400000;Compra de Insumos Reposição;2234.595858066683;2025-07-30T03:00:00.000Z;4
E-VAR-1754190000000;Compra de Insumos Reposição;1655.1158266904547;2025-08-03T03:00:00.000Z;4
E-VAR-1754449200000;Compra de Insumos Reposição;2027.4964363006075;2025-08-06T03:00:00.000Z;4
E-VAR-1754708400000;Compra de Insumos Reposição;2264.20609452348;2025-08-09T03:00:00.000Z;4
E-VAR-1754967600000;Compra de Insumos Reposição;2308.3709954364867;2025-08-12T03:00:00.000Z;4
E-VAR-1755226800000;Compra de Insumos Reposição;2364.679761953488;2025-08-15T03:00:00.000Z;4
E-VAR-1755486000000;Compra de Insumos Reposição;2204.006862449006;2025-08-18T03:00:00.000Z;4
E-VAR-1755745200000;Compra de Insumos Reposição;1679.937016383002;2025-08-21T03:00:00.000Z;4
E-VAR-1756004400000;Compra de Insumos Reposição;2388.740907514602;2025-08-24T03:00:00.000Z;4
E-VAR-1756263600000;Compra de Insumos Reposição;2072.2714499216904;2025-08-27T03:00:00.000Z;4
E-VAR-1756522800000;Compra de Insumos Reposição;1504.7436443976378;2025-08-30T03:00:00.000Z;4
E-VAR-1756868400000;Compra de Insumos Reposição;1768.787878552654;2025-09-03T03:00:00.000Z;4
E-VAR-1757127600000;Compra de Insumos Reposição;2109.771441424145;2025-09-06T03:00:00.000Z;4
E-VAR-1757386800000;Compra de Insumos Reposição;2092.8610858850398;2025-09-09T03:00:00.000Z;4
E-VAR-1757646000000;Compra de Insumos Reposição;1621.7934058403346;2025-09-12T03:00:00.000Z;4
E-VAR-1757905200000;Compra de Insumos Reposição;1640.606952613849;2025-09-15T03:00:00.000Z;4
E-VAR-1758164400000;Compra de Insumos Reposição;1818.5688458702812;2025-09-18T03:00:00.000Z;4
E-VAR-1758423600000;Compra de Insumos Reposição;2213.6473099896066;2025-09-21T03:00:00.000Z;4
E-VAR-1758682800000;Compra de Insumos Reposição;2168.897601679145;2025-09-24T03:00:00.000Z;4
E-VAR-1758942000000;Compra de Insumos Reposição;2103.686171584961;2025-09-27T03:00:00.000Z;4
E-VAR-1759201200000;Compra de Insumos Reposição;2445.977927758103;2025-09-30T03:00:00.000Z;4
E-VAR-1759460400000;Compra de Insumos Reposição;2461.9118415896532;2025-10-03T03:00:00.000Z;4
E-VAR-1759719600000;Compra de Insumos Reposição;2494.6587171627016;2025-10-06T03:00:00.000Z;4
E-VAR-1759978800000;Compra de Insumos Reposição;1726.6555773749394;2025-10-09T03:00:00.000Z;4
E-VAR-1760238000000;Compra de Insumos Reposição;1822.5430049599458;2025-10-12T03:00:00.000Z;4
E-VAR-1760497200000;Compra de Insumos Reposição;1858.953625267999;2025-10-15T03:00:00.000Z;4
E-VAR-1760756400000;Compra de Insumos Reposição;1864.6653238548336;2025-10-18T03:00:00.000Z;4
E-VAR-1761015600000;Compra de Insumos Reposição;1581.4589519799026;2025-10-21T03:00:00.000Z;4
E-VAR-1761274800000;Compra de Insumos Reposição;2052.4089830164976;2025-10-24T03:00:00.000Z;4
E-VAR-1761534000000;Compra de Insumos Reposição;1739.668515643775;2025-10-27T03:00:00.000Z;4
E-VAR-1761793200000;Compra de Insumos Reposição;1639.6517210814557;2025-10-30T03:00:00.000Z;4
E-VAR-1762138800000;Compra de Insumos Reposição;1802.4044742290046;2025-11-03T03:00:00.000Z;4
E-VAR-1762398000000;Compra de Insumos Reposição;2088.0296729428123;2025-11-06T03:00:00.000Z;4
E-VAR-1762657200000;Compra de Insumos Reposição;2255.9058109423695;2025-11-09T03:00:00.000Z;4
E-VAR-1762916400000;Compra de Insumos Reposição;1990.8346754064019;2025-11-12T03:00:00.000Z;4
E-VAR-1763175600000;Compra de Insumos Reposição;1861.0362263433979;2025-11-15T03:00:00.000Z;4
E-VAR-1763434800000;Compra de Insumos Reposição;1742.7563521192783;2025-11-18T03:00:00.000Z;4
E-VAR-1763694000000;Compra de Insumos Reposição;1817.4619173169287;2025-11-21T03:00:00.000Z;4
E-VAR-1763953200000;Compra de Insumos Reposição;2345.971089077117;2025-11-24T03:00:00.000Z;4
E-VAR-1764212400000;Compra de Insumos Reposição;1839.5135326385384;2025-11-27T03:00:00.000Z;4
E-VAR-1764471600000;Compra de Insumos Reposição;2100.8950576584284;2025-11-30T03:00:00.000Z;4
E-VAR-1764730800000;Compra de Insumos Reposição;2073.272429217208;2025-12-03T03:00:00.000Z;4
E-VAR-1764990000000;Compra de Insumos Reposição;1553.297987798557;2025-12-06T03:00:00.000Z;4
E-VAR-1765249200000;Compra de Insumos Reposição;2482.2061659917326;2025-12-09T03:00:00.000Z;4
E-VAR-1765508400000;Compra de Insumos Reposição;1504.6673884552554;2025-12-12T03:00:00.000Z;4
E-VAR-1765767600000;Compra de Insumos Reposição;1789.424569928903;2025-12-15T03:00:00.000Z;4
E-VAR-1766026800000;Compra de Insumos Reposição;2075.608301263425;2025-12-18T03:00:00.000Z;4
E-VAR-1766286000000;Compra de Insumos Reposição;1986.2047075674768;2025-12-21T03:00:00.000Z;4
E-VAR-1766545200000;Compra de Insumos Reposição;2383.8822875234628;2025-12-24T03:00:00.000Z;4
E-VAR-1766804400000;Compra de Insumos Reposição;1898.1428145901907;2025-12-27T03:00:00.000Z;4
E-VAR-1767063600000;Compra de Insumos Reposição;2403.5677110621436;2025-12-30T03:00:00.000Z;4
E-VAR-1767409200000;Compra de Insumos Reposição;2375.1233008702093;2026-01-03T03:00:00.000Z;4
E-VAR-1767668400000;Compra de Insumos Reposição;1813.0990753714934;2026-01-06T03:00:00.000Z;4
E-VAR-1767927600000;Compra de Insumos Reposição;2012.1556133899917;2026-01-09T03:00:00.000Z;4
E-VAR-1768186800000;Compra de Insumos Reposição;2461.699932454432;2026-01-12T03:00:00.000Z;4
E-VAR-1768446000000;Compra de Insumos Reposição;2022.4010729680933;2026-01-15T03:00:00.000Z;4
E-VAR-1768705200000;Compra de Insumos Reposição;2068.157671993294;2026-01-18T03:00:00.000Z;4
E-VAR-1768964400000;Compra de Insumos Reposição;2058.401762862042;2026-01-21T03:00:00.000Z;4
E-VAR-1769223600000;Compra de Insumos Reposição;1560.040690888787;2026-01-24T03:00:00.000Z;4
E-VAR-1769482800000;Compra de Insumos Reposição;2392.747802977573;2026-01-27T03:00:00.000Z;4
E-VAR-1769742000000;Compra de Insumos Reposição;2423.7438213704017;2026-01-30T03:00:00.000Z;4
E-VAR-1770087600000;Compra de Insumos Reposição;2181.138772778906;2026-02-03T03:00:00.000Z;4
E-VAR-1770346800000;Compra de Insumos Reposição;2048.283521804663;2026-02-06T03:00:00.000Z;4
E-VAR-1770606000000;Compra de Insumos Reposição;1604.9523036319486;2026-02-09T03:00:00.000Z;4
E-VAR-1770865200000;Compra de Insumos Reposição;2010.045180125027;2026-02-12T03:00:00.000Z;4
E-VAR-1771124400000;Compra de Insumos Reposição;2291.52889657845;2026-02-15T03:00:00.000Z;4
